col_delay,col_page,col_project,col_requests,col_size
0.0,Web_scraping,en,1.0,561802786.0
0.0,Main_Page,en,1.0,8428099301.0
0.0,Special:BlankPage,en,1.0,1420886272.0
0.0,Main_Page,en,1.0,8428099301.0
0.0,Main_Page,en,1.0,8428099301.0
0.0,Main_Page,en,1.0,8428099301.0
0.0,Main_Page,en,1.0,8428099301.0
0.0,Special:UserLogin,en,1.0,734452407.0
0.0,Main_Page,en,1.0,8428099301.0
0.0,Main_Page,en,1.0,8428099301.0
0.0,Special:UserLogin,en,1.0,734452407.0
0.0,Main_Page,en,1.0,8428099301.0
0.0,Main_Page,en,1.0,8428099301.0
0.0,Main_Page,en,1.0,8428099301.0
0.0,Main_Page,en,1.0,8428099301.0
0.0,Jefferson_Airplane,en,1.0,62190174.0
0.0,Java_(programming_language),en,1.0,9468477.0
0.0,Main_Page,en,1.0,8428099301.0
0.0,Main_Page,en,1.0,8428099301.0
0.0,Web_scraping,en,1.0,561802786.0
0.0,Special:UserLogin,en,1.0,734452407.0
0.0,Main_Page,en,1.0,8428099301.0
0.0,Main_Page,en,1.0,8428099301.0
0.0,Special:BlankPage,en,1.0,1420886272.0
0.0,Main_Page,en,1.0,8428099301.0
0.0,Special:UserLogin,en,1.0,734452407.0
0.0,Main_Page,en,1.0,8428099301.0
0.0,Main_Page,en,1.0,8428099301.0
0.0,Special:BlankPage,en,1.0,1420886272.0
0.0,Paul_Kantner,en,1.0,108242714.0
0.0,Main_Page,en,1.0,8428099301.0
0.0,Main_Page,en,1.0,8428099301.0
0.0,Main_Page,en,1.0,8428099301.0
0.0,Special:BlankPage,en,1.0,1420886272.0
0.0,Main_Page,en,1.0,8428099301.0
0.0,Main_Page,en,1.0,8428099301.0
0.0,ITC_Hotels,en,1.0,270719009.0
0.0,Main_Page,en,1.0,8428099301.0
0.0,Main_Page,en,1.0,8428099301.0
0.0,Java_(programming_language),en,1.0,9468477.0
0.0,Main_Page,en,1.0,8428099301.0
0.0,Special:BlankPage,en,1.0,1420886272.0
0.0,Special:BlankPage,en,1.0,1420886272.0
0.0,Main_Page,en,1.0,8428099301.0
0.0,Main_Page,en,1.0,8428099301.0
0.0,Main_Page,en,1.0,8428099301.0
0.0,Main_Page,en,1.0,8428099301.0
0.0,File:Seev%C3%B6lker.jpg,en,1.0,151722271.0
0.0,File:Seev%C3%B6lker.jpg,en,1.0,151722271.0
