col_delay,col_page,col_project,col_requests,col_size
0.0,Main_Page,en,1.0,4514183500.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Special:UserLogin,en,1.0,1378529499.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Special:BlankPage,en,1.0,1407555243.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Special:BlankPage,en,1.0,1407555243.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Benik_Afobe,en,1.0,30654515.0
0.0,Special:HideBanners,en,1.0,0.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Special:BlankPage,en,1.0,1407555243.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Null/api/job,en,1.0,23730801.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Special:HideBanners,en,1.0,0.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Special:BlankPage,en,1.0,1407555243.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Burkina_Faso,en,1.0,325796117.0
0.0,Special:UserLogin,en,1.0,1378529499.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Special:UserLogin,en,1.0,1378529499.0
0.0,Special:BlankPage,en,1.0,1407555243.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Sylvester_Stallone,en,1.0,52398650.0
0.0,Special:Search,en,1.0,90526123.0
0.0,Celine_Dion,en,1.0,527101037.0
0.0,Special:UserLogin,en,1.0,1378529499.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Special:UserLogin,en,1.0,1378529499.0
0.0,Special:BlankPage,en,1.0,1407555243.0
0.0,Steven_Avery,en,1.0,35480910.0
0.0,Special:Search,en,1.0,90526123.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Special:BlankPage,en,1.0,1407555243.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Special:HideBanners,en,1.0,0.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Special:BlankPage,en,1.0,1407555243.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Special:BlankPage,en,1.0,1407555243.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Special:UserLogin,en,1.0,1378529499.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Psychology,en,1.0,1244199495.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Special:UserLogin,en,1.0,1378529499.0
0.0,David_Bowie,en,1.0,733561058.0
0.0,Special:UserLogin,en,1.0,1378529499.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Special:UserLogin,en,1.0,1378529499.0
0.0,Ozzy_Osbourne,en,1.0,57628243.0
0.0,Special:UserLogin,en,1.0,1378529499.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Special:UserLogin,en,1.0,1378529499.0
0.0,Special:UserLogin,en,1.0,1378529499.0
0.0,Special:UserLogin,en,1.0,1378529499.0
0.0,Special:BlankPage,en,1.0,1407555243.0
0.0,Special:BlankPage,en,1.0,1407555243.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Special:BlankPage,en,1.0,1407555243.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Ted_Cruz,en,1.0,94361848.0
0.0,Special:UserLogin,en,1.0,1378529499.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Special:HideBanners,en,1.0,0.0
0.0,Special:BlankPage,en,1.0,1407555243.0
0.0,Special:UserLogin,en,1.0,1378529499.0
0.0,Psychology,en,1.0,1244199495.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Java_(programming_language),en,1.0,7242182.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Special:HideBanners,en,1.0,0.0
0.0,10_Cloverfield_Lane,en,1.0,27528827.0
0.0,Donald_Trump,en,1.0,202481286.0
0.0,Null/api/job,en,1.0,23730801.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Special:BlankPage,en,1.0,1407555243.0
0.0,Special:BlankPage,en,1.0,1407555243.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Special:UserLogin,en,1.0,1378529499.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Special:UserLogin,en,1.0,1378529499.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Special:HideBanners,en,1.0,0.0
0.0,Special:Search,en,1.0,90526123.0
0.0,Special:BlankPage,en,1.0,1407555243.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Special:BlankPage,en,1.0,1407555243.0
0.0,Special:BlankPage,en,1.0,1407555243.0
0.0,Special:UserLogin,en,1.0,1378529499.0
0.0,Special:UserLogin,en,1.0,1378529499.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Special:UserLogin,en,1.0,1378529499.0
0.0,Special:BlankPage,en,1.0,1407555243.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Special:BlankPage,en,1.0,1407555243.0
0.0,Special:BlankPage,en,1.0,1407555243.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,User:Blakk_Jack_Samm_01,en,1.0,8166143.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Special:HideBanners,en,1.0,0.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Special:HideBanners,en,1.0,0.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,Main_Page,en,1.0,4514183500.0
0.0,David_Bowie_discography,en,1.0,67777074.0
0.0,Adele,en,1.0,127778514.0
