col_delay,col_page,col_project,col_requests,col_size
0.0,Anti_(album),en,1.0,108737194.0
0.0,Special:UserLogin,en,1.0,1237263480.0
0.0,Special:UserLogin,en,1.0,1237263480.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Special:UserLogin,en,1.0,1237263480.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,John_Rabe,en,1.0,22612114.0
0.0,Special:UserLogin,en,1.0,1237263480.0
0.0,Special:Search,en,1.0,106443900.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Special:UserLogin,en,1.0,1237263480.0
0.0,Special:UserLogin,en,1.0,1237263480.0
0.0,File:Donald_August_19_(cropped).jpg,en,1.0,59650656.0
0.0,ITC_Hotels,en,1.0,267819108.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Chris_Christie,en,1.0,117153354.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Special:UserLogin,en,1.0,1237263480.0
0.0,Space_Shuttle_Columbia_disaster,en,1.0,88621821.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Special:UserLogin,en,1.0,1237263480.0
0.0,American_Life,en,1.0,1864817795.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,File:Microsoft_building_17_front_door.jpg,en,1.0,14308164.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,index.html,en,1.0,19674173.0
0.0,Special:UserLogin,en,1.0,1237263480.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Special:UserLogin,en,1.0,1237263480.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Special:UserLogin,en,1.0,1237263480.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Web_scraping,en,1.0,303162322.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Special:UserLogin,en,1.0,1237263480.0
0.0,"United_States_presidential_election,_2016",en,1.0,77441392.0
0.0,Legends_of_Tomorrow,en,1.0,77948741.0
0.0,Rihanna,en,1.0,135689250.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Columbian_mammoth,en,1.0,50127324.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Special:Search,en,1.0,106443900.0
0.0,Special:UserLogin,en,1.0,1237263480.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Special:UserLogin,en,1.0,1237263480.0
0.0,Special:Search,en,1.0,106443900.0
0.0,Special:UserLogin,en,1.0,1237263480.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Web_scraping,en,1.0,303162322.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Special:UserLogin,en,1.0,1237263480.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Java_(programming_language),en,1.0,7330762.0
0.0,Web_scraping,en,1.0,303162322.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,American_Life,en,1.0,1864817795.0
0.0,Special:UserLogin,en,1.0,1237263480.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Special:Search,en,1.0,106443900.0
0.0,American_Life,en,1.0,1864817795.0
0.0,American_Life,en,1.0,1864817795.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,American_Life,en,1.0,1864817795.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Special:UserLogin,en,1.0,1237263480.0
0.0,Special:UserLogin,en,1.0,1237263480.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Web_scraping,en,1.0,303162322.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Christa_McAuliffe,en,1.0,38668627.0
0.0,Morgan_Webb,en,1.0,21160283.0
0.0,China_Kantner,en,1.0,21389906.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Web_scraping,en,1.0,303162322.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,File:Donald_August_19_(cropped).jpg,en,1.0,59650656.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Special:UserLogin,en,1.0,1237263480.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,ITC_Hotels,en,1.0,267819108.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Jefferson_Airplane,en,1.0,108153109.0
0.0,Special:UserLogin,en,1.0,1237263480.0
0.0,Amber_Rose,en,1.0,23751719.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Special:Search,en,1.0,106443900.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Special:Search,en,1.0,106443900.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Microcephaly,en,1.0,28587802.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Special:UserLogin,en,1.0,1237263480.0
0.0,Harry_Markopolos,en,1.0,93771789.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Barack_obama,en,1.0,256305725.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Special:UserLogin,en,1.0,1237263480.0
0.0,Special:Search,en,1.0,106443900.0
0.0,Special:Upload,en,1.0,9045380.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Java_(programming_language),en,1.0,7330762.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Special:UserLogin,en,1.0,1237263480.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Web_scraping,en,1.0,303162322.0
0.0,ITC_Hotels,en,1.0,267819108.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Harry_Markopolos,en,1.0,93771789.0
0.0,Web_scraping,en,1.0,303162322.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,American_Life,en,1.0,1864817795.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,The_Revenant_(2015_film),en,1.0,49845294.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Joe_DiMaggio,en,1.0,76918777.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Special:UserLogin,en,1.0,1237263480.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Special:UserLogin,en,1.0,1237263480.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,American_Life,en,1.0,1864817795.0
0.0,ITC_Hotels,en,1.0,267819108.0
0.0,Special:UserLogin,en,1.0,1237263480.0
0.0,Special:Search,en,1.0,106443900.0
0.0,American_Life,en,1.0,1864817795.0
0.0,Special:UserLogin,en,1.0,1237263480.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Homogeneous_Khalidius,en,1.0,54251420.0
0.0,Paul_Kantner,en,1.0,227023492.0
0.0,Michael_Faraday,en,1.0,378074071.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,American_Life,en,1.0,1864817795.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,American_Life,en,1.0,1864817795.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Michael_Faraday,en,1.0,378074071.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Special:Watchlist,en,1.0,121873842.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Special:UserLogin,en,1.0,1237263480.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Special:UserLogin,en,1.0,1237263480.0
0.0,Ted_Cruz,en,1.0,213995577.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,File:Donald_August_19_(cropped).jpg,en,1.0,59650656.0
0.0,Special:UserLogin,en,1.0,1237263480.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,American_Life,en,1.0,1864817795.0
0.0,Special:UserLogin,en,1.0,1237263480.0
0.0,File:Donald_August_19_(cropped).jpg,en,1.0,59650656.0
0.0,Special:UserLogin,en,1.0,1237263480.0
0.0,American_Life,en,1.0,1864817795.0
0.0,Special:UserLogin,en,1.0,1237263480.0
0.0,Web_scraping,en,1.0,303162322.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Evel_Knievel,en,1.0,84802272.0
0.0,Michael_Faraday,en,1.0,378074071.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,American_Life,en,1.0,1864817795.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,American_Life,en,1.0,1864817795.0
0.0,Special:UserLogin,en,1.0,1237263480.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Special:UserLogin,en,1.0,1237263480.0
0.0,Special:UserLogin,en,1.0,1237263480.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Special:UserLogin,en,1.0,1237263480.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Web_scraping,en,1.0,303162322.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Special:UserLogin,en,1.0,1237263480.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Michael_Faraday,en,1.0,378074071.0
0.0,Special:UserLogin,en,1.0,1237263480.0
0.0,Ddd,en,1.0,57557680.0
0.0,Special:UserLogin,en,1.0,1237263480.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Portal:Current_events,en,1.0,82815085.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Special:Search,en,1.0,106443900.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Web_scraping,en,1.0,303162322.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,ITC_Hotels,en,1.0,267819108.0
0.0,American_Life,en,1.0,1864817795.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,American_Life,en,1.0,1864817795.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Special:UserLogin,en,1.0,1237263480.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Megyn_Kelly,en,1.0,145347589.0
0.0,Deadpool,en,1.0,69389496.0
0.0,Special:UserLogin,en,1.0,1237263480.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Michael_Faraday,en,1.0,378074071.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Special:UserLogin,en,1.0,1237263480.0
0.0,Special:UserLogin,en,1.0,1237263480.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Special:UserLogin,en,1.0,1237263480.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Special:UserLogin,en,1.0,1237263480.0
0.0,Web_scraping,en,1.0,303162322.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,Special:BlankPage,en,1.0,1420850024.0
0.0,Special:UserLogin,en,1.0,1237263480.0
0.0,Paul_Kantner,en,1.0,227023492.0
0.0,Zika_virus,en,1.0,238724728.0
0.0,Main_Page,en,1.0,3763735344.0
0.0,American_Life,en,1.0,1864817795.0
