col_delay col_page col_project col_requests col_size
0.0 Monogatari_(series) en 1.0 2883350.0
0.0 Main_Page en 1.0 11923515218.0
0.0 Main_Page en 1.0 11923515218.0
0.0 Main_Page en 1.0 11923515218.0
0.0 List_of_stock_market_crashes_and_bear_markets en 1.0 1576288666.0
0.0 Chris_Hemsworth en 1.0 4714811.0
0.0 Main_Page en 1.0 11923515218.0
0.0 Main_Page en 1.0 11923515218.0
0.0 Main_Page en 1.0 11923515218.0
0.0 Special:UserLogin en 1.0 778543696.0
0.0 Main_Page en 1.0 11923515218.0
0.0 The_Big_Short_(film) en 1.0 35035648.0
0.0 Main_Page en 1.0 11923515218.0
0.0 Special:UserLogin en 1.0 778543696.0
0.0 Main_Page en 1.0 11923515218.0
0.0 Main_Page en 1.0 11923515218.0
0.0 Special:UserLogin en 1.0 778543696.0
0.0 Main_Page en 1.0 11923515218.0
0.0 Main_Page en 1.0 11923515218.0
0.0 Special:BlankPage en 1.0 941592438.0
0.0 Special:UserLogin en 1.0 778543696.0
0.0 Main_Page en 1.0 11923515218.0
0.0 Rocky en 1.0 5519953.0
0.0 Sia_Furler en 1.0 7351380.0
0.0 File:IAF_Crest.svg en 1.0 18104434.0
0.0 Main_Page en 1.0 11923515218.0
0.0 Katherine_Heigl en 1.0 7576944.0
0.0 Rogue_wave en 1.0 11099759.0
0.0 Main_Page en 1.0 11923515218.0
0.0 Main_Page en 1.0 11923515218.0
0.0 Syria en 1.0 15188885.0
0.0 Ethiopia en 1.0 19091694.0
0.0 Main_Page en 1.0 11923515218.0
0.0 The_Address_Downtown_Dubai en 1.0 6392247.0
0.0 Main_Page en 1.0 11923515218.0
0.0 Main_Page en 1.0 11923515218.0
0.0 Main_Page en 1.0 11923515218.0
0.0 Main_Page en 1.0 11923515218.0
0.0 Main_Page en 1.0 11923515218.0
0.0 Main_Page en 1.0 11923515218.0
0.0 Main_Page en 1.0 11923515218.0
0.0 Main_Page en 1.0 11923515218.0
0.0 List_of_stock_market_crashes_and_bear_markets en 1.0 1576288666.0
0.0 United_States en 1.0 157156128.0
0.0 Main_Page en 1.0 11923515218.0
0.0 Main_Page en 1.0 11923515218.0
0.0 Main_Page en 1.0 11923515218.0
0.0 Main_Page en 1.0 11923515218.0
0.0 George_H._W._Bush en 1.0 16582009.0
0.0 Main_Page en 1.0 11923515218.0
0.0 Andrew_Scott_(actor) en 1.0 4522645.0
0.0 Batman:_Bad_Blood en 1.0 1454492.0
0.0 Main_Page en 1.0 11923515218.0
0.0 Asian_Infrastructure_Investment_Bank en 1.0 8644122.0
0.0 Dilwale_(2015_film) en 1.0 36841063.0
