col_delay col_page col_project col_requests col_size
0.0 Amber_Rose en 1.0 12179057.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Web_scraping en 1.0 262678048.0
0.0 Special:UserLogin en 1.0 640450123.0
0.0 ITC_Hotels en 1.0 267073458.0
0.0 Virtual_private_network en 1.0 4744919.0
0.0 Special:BlankPage en 1.0 1421097907.0
0.0 Web_scraping en 1.0 262678048.0
0.0 Sania_Mirza_career_statistics en 1.0 9333181.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Martin_Shkreli en 1.0 30081335.0
0.0 Carbon_dioxide en 1.0 9072740.0
0.0 Game_of_Thrones en 1.0 61343596.0
0.0 Japan en 1.0 49550043.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Jennifer_Connelly en 1.0 5968056.0
0.0 Special:BlankPage en 1.0 1421097907.0
0.0 List_of_Super_Bowl_champions en 1.0 5959295.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Special:BlankPage en 1.0 1421097907.0
0.0 Ritika_Singh en 1.0 6549628.0
0.0 Martin_Shkreli en 1.0 30081335.0
0.0 Main_Page en 1.0 10919247967.0
0.0 American_Life en 1.0 692806526.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Airlift_(film) en 1.0 46694848.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Arrow_(TV_series) en 1.0 24372693.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Planet_Nine en 1.0 12965526.0
0.0 Anne_Frank en 1.0 7536576.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 HTTPS en 1.0 117278673.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Milos_Raonic en 1.0 19995037.0
0.0 This_Is_Acting en 1.0 10271494.0
0.0 Special:BlankPage en 1.0 1421097907.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 ITC_Hotels en 1.0 267073458.0
0.0 Computer en 1.0 16432182.0
0.0 Donald_Trump en 1.0 187666621.0
0.0 Special:UserLogin en 1.0 640450123.0
0.0 R._Budd_Dwyer en 1.0 3038058.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Pascal_(unit) en 1.0 2238623.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Special:UserLogin en 1.0 640450123.0
0.0 Special:BlankPage en 1.0 1421097907.0
0.0 Special:BlankPage en 1.0 1421097907.0
0.0 Special:UserLogin en 1.0 640450123.0
0.0 Zika_virus en 1.0 222165546.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Special:BlankPage en 1.0 1421097907.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Kim_Basinger en 1.0 6071587.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Parse_(company) en 1.0 1844399.0
0.0 Ddd en 1.0 57525690.0
0.0 Main_Page en 1.0 10919247967.0
0.0 United_States_presidential_election,_2016 en 1.0 47787138.0
0.0 Special:BlankPage en 1.0 1421097907.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Venezuela en 1.0 20534483.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Special:BlankPage en 1.0 1421097907.0
0.0 Category:Bob_Skilton_Medal_winners en 1.0 1020097.0
0.0 Special:BlankPage en 1.0 1421097907.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Special:Watchlist en 1.0 89082216.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Java_(programming_language) en 1.0 10857434.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Special:BlankPage en 1.0 1421097907.0
0.0 Main_Page en 1.0 10919247967.0
0.0 List_of_Indian_spices en 1.0 143156897.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Curators_of_Sweden en 1.0 10646800.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Web_scraping en 1.0 262678048.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Richard_Feynman en 1.0 16106015.0
0.0 Emma_Roberts en 1.0 3627380.0
0.0 Blows_Against_the_Empire en 1.0 2096561.0
0.0 Paul_Kantner en 1.0 106935262.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Special:UserLogin en 1.0 640450123.0
0.0 Special:Search en 1.0 70899280.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Special:BlankPage en 1.0 1421097907.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Wiz_Khalifa en 1.0 13319402.0
0.0 Null en 1.0 4256416.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Phil_Anselmo en 1.0 4886527.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Jamaica en 1.0 10364554.0
0.0 Brazil en 1.0 40833312.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Web_scraping en 1.0 262678048.0
0.0 Web_scraping en 1.0 262678048.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Jefferson_Airplane en 1.0 64873980.0
0.0 Wikipedia en 1.0 124148541.0
0.0 Attack_on_Pearl_Harbor en 1.0 10348028.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Special:BlankPage en 1.0 1421097907.0
0.0 Special:UserLogin en 1.0 640450123.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Sustainable_energy en 1.0 231117551.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Special:UserLogin en 1.0 640450123.0
0.0 Special:BlankPage en 1.0 1421097907.0
0.0 Tharai_Thappattai en 1.0 1885263.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Special:BlankPage en 1.0 1421097907.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Jericho_(2016_TV_series) en 1.0 1125530.0
0.0 Deloitte en 1.0 4064053.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Airbus en 1.0 7965559.0
0.0 Main_Page en 1.0 10919247967.0
0.0 ITC_Hotels en 1.0 267073458.0
0.0 Columbian_mammoth en 1.0 37855256.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Star_Wars:_The_Force_Awakens en 1.0 143844624.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Joe_Cocker en 1.0 8169978.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 India en 1.0 124676637.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 American_Life en 1.0 692806526.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Special:UserLogin en 1.0 640450123.0
0.0 Main_Page en 1.0 10919247967.0
0.0 ITC_Hotels en 1.0 267073458.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Lyme_Park en 1.0 9206830.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Mosquito en 1.0 7489219.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Transgender en 1.0 7195230.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Baar%C3%ACa_(film) en 1.0 14203.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Greenland en 1.0 13187531.0
0.0 Neymar en 1.0 12984720.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Web_scraping en 1.0 262678048.0
0.0 Special:BlankPage en 1.0 1421097907.0
0.0 File:Jo_Brand_Award.jpg en 1.0 1000512.0
0.0 China_Kantner en 1.0 8012521.0
0.0 G-Eazy en 1.0 3146774.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 List_of_Bollywood_films_of_2016 en 1.0 41050347.0
0.0 Special:BlankPage en 1.0 1421097907.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Special:BlankPage en 1.0 1421097907.0
0.0 Main_Page en 1.0 10919247967.0
0.0 File:Microsoft_building_17_front_door.jpg en 1.0 10874354.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Gantt_chart en 1.0 4188764.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Special:BlankPage en 1.0 1421097907.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Special:UserLogin en 1.0 640450123.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Rowan_Atkinson en 1.0 5398276.0
0.0 Silicon_Valley_(TV_series) en 1.0 3555894.0
0.0 Space_Shuttle_Challenger_disaster en 1.0 146287642.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Martina_Hingis en 1.0 275270392.0
0.0 Table_of_keyboard_shortcuts en 1.0 7203898.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Special:UserLogin en 1.0 640450123.0
0.0 Special:UserLogin en 1.0 640450123.0
0.0 Barack_obama en 1.0 254485131.0
0.0 Java_(programming_language) en 1.0 10857434.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Emily_Ratajkowski en 1.0 5708664.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Rip_Hunter en 1.0 3246562.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Tragedy_of_the_commons en 1.0 12194525.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Deaths_in_2016 en 1.0 189964680.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Martina_Hingis en 1.0 275270392.0
0.0 Alexander_the_Great en 1.0 18813150.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 File:David_Cameron_official.jpg en 1.0 10418133.0
0.0 File:Donald_August_19_(cropped).jpg en 1.0 36792800.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Special:BlankPage en 1.0 1421097907.0
0.0 ITC_Hotels en 1.0 267073458.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Sweden en 1.0 43883601.0
0.0 Agents_of_S.H.I.E.L.D. en 1.0 15584255.0
0.0 Web_scraping en 1.0 262678048.0
0.0 Special:BlankPage en 1.0 1421097907.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Special:BlankPage en 1.0 1421097907.0
0.0 Kray_twins en 1.0 5088378.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Special:BlankPage en 1.0 1421097907.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Batman en 1.0 18047043.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Main_Page en 1.0 10919247967.0
0.0 Special:BlankPage en 1.0 1421097907.0
0.0 List_of_films_considered_the_best en 1.0 10313963.0
0.0 Main_Page en 1.0 10919247967.0
0.0 American_Life en 1.0 692806526.0
0.0 Main_Page en 1.0 10919247967.0
